Integer Structure Map — tinyllama_tinyllama-1.1b-chat-v1.0
Scanned 200/201 tensors (eps=0.1, 1 unsupported types skipped)
Q4_0 max entropy = 4.0 bits (16 uniform levels). Lower = more structured.

TENSOR                                          TYPE    ELEMS ENTROPY  EFF_LV  %LOW_E MAX|W|    %ZERO
------------------------------------------------------------------------------------------------------------
    └─ top levels: 0:12.9%, 1:11.6%, -1:11.5%, 2:9.6%, -2:9.5%
  blk.2.attn_q.weight — entropy 3.371 (10.3 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.2%, -1:11.5%, 1:11.5%, 2:9.8%, -2:9.8%
  blk.16.attn_v.weight — entropy 3.372 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.7%, 1:11.7%, -1:11.4%, -2:9.7%, 2:9.6%
  blk.19.attn_q.weight — entropy 3.372 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.5%, 1:11.5%, 2:9.7%, -2:9.7%
  blk.10.attn_v.weight — entropy 3.374 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.6%, 1:11.5%, -1:11.5%, -2:9.6%, 2:9.6%
  blk.5.attn_q.weight — entropy 3.374 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.2%, -1:11.4%, 1:11.4%, 2:9.7%, -2:9.7%
  blk.7.attn_k.weight — entropy 3.374 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.5%, -1:11.4%, -2:9.8%, 2:9.7%
  blk.18.attn_q.weight — entropy 3.374 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.5%, 1:11.5%, -2:9.8%, 2:9.7%
  blk.17.attn_q.weight — entropy 3.375 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.5%, 1:11.5%, 2:9.7%, -2:9.7%
  blk.14.attn_k.weight — entropy 3.375 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.5%, -1:11.4%, -2:9.8%, 2:9.8%
  blk.13.attn_v.weight — entropy 3.375 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.6%, -1:11.5%, 1:11.5%, 2:9.7%, -2:9.6%
  blk.0.ffn_down.weight — entropy 3.376 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.5%, -1:11.5%, 2:9.7%, -2:9.7%
  blk.14.ffn_down.weight — entropy 3.376 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.4%, 1:11.4%, -2:9.7%, 2:9.7%
  blk.21.attn_v.weight — entropy 3.376 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.5%, -1:11.5%, 1:11.5%, -2:9.7%, 2:9.6%
  blk.8.attn_v.weight — entropy 3.377 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.6%, 1:11.5%, -1:11.5%, 2:9.6%, -2:9.6%
  blk.0.ffn_gate.weight — entropy 3.377 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.4%, 1:11.4%, 2:9.7%, -2:9.7%
  blk.11.attn_k.weight — entropy 3.377 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.5%, 1:11.4%, -2:9.7%, 2:9.7%
  blk.10.attn_k.weight — entropy 3.377 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.4%, -1:11.4%, -2:9.7%, 2:9.7%
  blk.16.attn_k.weight — entropy 3.378 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.4%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.14.attn_q.weight — entropy 3.378 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.4%, -1:11.4%, 2:9.7%, -2:9.7%
  blk.7.ffn_down.weight — entropy 3.378 (10.4 effective levels), 0.2% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.4%, 1:11.4%, 2:9.7%, -2:9.7%
  blk.10.attn_q.weight — entropy 3.378 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.4%, 1:11.4%, 2:9.7%, -2:9.7%
  blk.4.attn_v.weight — entropy 3.379 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.5%, 1:11.5%, -1:11.4%, -2:9.6%, 2:9.6%
  blk.7.attn_q.weight — entropy 3.379 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.4%, -1:11.4%, 2:9.7%, -2:9.7%
  blk.9.attn_k.weight — entropy 3.379 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, -1:11.4%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.12.attn_k.weight — entropy 3.379 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.13.ffn_down.weight — entropy 3.379 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.4%, 1:11.4%, -2:9.7%, 2:9.7%
  blk.12.ffn_down.weight — entropy 3.379 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, 1:11.4%, -1:11.4%, 2:9.7%, -2:9.7%
  blk.16.ffn_down.weight — entropy 3.380 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.4%, 1:11.4%, -2:9.7%, 2:9.7%
  blk.14.ffn_up.weight — entropy 3.380 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.4%, -1:11.4%, 2:9.7%, -2:9.7%
  blk.9.attn_q.weight — entropy 3.380 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.4%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.14.ffn_gate.weight — entropy 3.380 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.4%, 1:11.4%, 2:9.7%, -2:9.7%
  blk.15.ffn_down.weight — entropy 3.381 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.4%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.20.attn_v.weight — entropy 3.381 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.6%, -1:11.4%, 1:11.3%, 2:9.6%, -2:9.5%
  blk.12.attn_q.weight — entropy 3.381 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.4%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.13.attn_q.weight — entropy 3.381 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.0%, 1:11.4%, -1:11.4%, 2:9.7%, -2:9.7%
  blk.7.ffn_up.weight — entropy 3.382 (10.4 effective levels), 0.2% low-entropy blocks
    └─ top levels: 0:12.1%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.3.attn_v.weight — entropy 3.382 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.5%, -1:11.4%, 1:11.3%, -2:9.6%, 2:9.6%
  blk.13.ffn_up.weight — entropy 3.382 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.0%, 1:11.4%, -1:11.4%, 2:9.7%, -2:9.7%
  blk.12.ffn_up.weight — entropy 3.382 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.4%, 1:11.4%, 2:9.7%, -2:9.7%
  token_embd.weight — entropy 3.383 (10.4 effective levels), 0.4% low-entropy blocks
    └─ top levels: 0:12.0%, 1:11.1%, -1:11.1%, 2:9.6%, -2:9.6%
  blk.15.ffn_gate.weight — entropy 3.383 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.3%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.15.ffn_up.weight — entropy 3.383 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.3%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.6.ffn_down.weight — entropy 3.384 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:12.0%, -1:11.3%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.13.attn_k.weight — entropy 3.384 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.0%, 1:11.3%, -1:11.3%, -2:9.8%, 2:9.7%
  blk.13.ffn_gate.weight — entropy 3.384 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.3%, 2:9.7%, -2:9.7%
  blk.5.attn_v.weight — entropy 3.384 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:12.5%, 1:11.4%, -1:11.3%, 2:9.6%, -2:9.5%
  blk.12.ffn_gate.weight — entropy 3.385 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.9.ffn_down.weight — entropy 3.385 (10.4 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, -2:9.7%, 2:9.7%
  blk.1.attn_output.weight — entropy 3.385 (10.4 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, -2:9.7%, 2:9.7%
  blk.7.ffn_gate.weight — entropy 3.385 (10.4 effective levels), 0.2% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.3%, 2:9.7%, -2:9.7%
  blk.8.attn_output.weight — entropy 3.385 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.17.ffn_down.weight — entropy 3.386 (10.5 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.9.ffn_up.weight — entropy 3.387 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, -2:9.7%, 2:9.7%
  blk.16.ffn_up.weight — entropy 3.387 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.11.ffn_down.weight — entropy 3.388 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.3%, -2:9.7%, 2:9.7%
  blk.10.ffn_down.weight — entropy 3.388 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.3%, 2:9.7%, -2:9.7%
  blk.8.ffn_down.weight — entropy 3.388 (10.5 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.6.ffn_up.weight — entropy 3.388 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.16.ffn_gate.weight — entropy 3.388 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.11.ffn_up.weight — entropy 3.389 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.7%
  blk.0.ffn_up.weight — entropy 3.389 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.2%, 2:9.6%, -2:9.6%
  blk.1.ffn_down.weight — entropy 3.389 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.10.ffn_up.weight — entropy 3.389 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.3%, 2:9.7%, -2:9.7%
  blk.8.ffn_up.weight — entropy 3.389 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.3%, 2:9.7%, -2:9.7%
  blk.5.ffn_up.weight — entropy 3.389 (10.5 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.1.ffn_gate.weight — entropy 3.389 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, -1:11.3%, 1:11.2%, -2:9.7%, 2:9.7%
  blk.21.ffn_gate.weight — entropy 3.390 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.1.ffn_up.weight — entropy 3.390 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.9%, 1:11.3%, -1:11.3%, 2:9.7%, -2:9.6%
  blk.17.ffn_up.weight — entropy 3.390 (10.5 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.3%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.20.ffn_down.weight — entropy 3.390 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.4.attn_output.weight — entropy 3.391 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.11.ffn_gate.weight — entropy 3.391 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.14.attn_output.weight — entropy 3.391 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.5.ffn_down.weight — entropy 3.391 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.6.attn_output.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.9.ffn_gate.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.8.ffn_gate.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.18.ffn_down.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.19.attn_output.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.10.ffn_gate.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.6.ffn_gate.weight — entropy 3.392 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.17.ffn_gate.weight — entropy 3.392 (10.5 effective levels), 0.1% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.19.ffn_down.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.21.ffn_up.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, -2:9.7%, 2:9.6%
  blk.5.ffn_gate.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.6%
  blk.18.ffn_up.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.20.ffn_up.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.2.attn_output.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.3.ffn_down.weight — entropy 3.393 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.2.ffn_up.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, 2:9.6%, -2:9.6%
  blk.16.attn_output.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, -2:9.7%, 2:9.7%
  blk.2.ffn_gate.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, -2:9.7%, 2:9.7%
  blk.3.ffn_up.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, -1:11.2%, 1:11.2%, -2:9.7%, 2:9.6%
  blk.19.ffn_up.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.2%, 1:11.2%, -2:9.7%, 2:9.7%
  blk.4.ffn_down.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.2%, 1:11.2%, -2:9.7%, 2:9.7%
  blk.4.ffn_up.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.6%
  blk.2.ffn_down.weight — entropy 3.394 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.6%
  blk.11.attn_output.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.6%
  blk.20.ffn_gate.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.17.attn_output.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.18.attn_output.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.2%, 1:11.2%, 2:9.7%, -2:9.7%
  blk.18.ffn_gate.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.1%, 2:9.7%, -2:9.6%
  blk.15.attn_output.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.2%, -2:9.7%, 2:9.7%
  blk.3.ffn_gate.weight — entropy 3.395 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.1%, 2:9.7%, -2:9.6%
  blk.7.attn_output.weight — entropy 3.396 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.7%
  blk.19.ffn_gate.weight — entropy 3.396 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.1%, 2:9.7%, -2:9.7%
  blk.21.attn_output.weight — entropy 3.396 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.8%, 1:11.2%, -1:11.2%, 2:9.7%, -2:9.6%
  blk.13.attn_output.weight — entropy 3.396 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.2%, -1:11.1%, 2:9.7%, -2:9.6%
  blk.20.attn_output.weight — entropy 3.397 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.1%, -1:11.1%, 2:9.7%, -2:9.6%
  blk.5.attn_output.weight — entropy 3.397 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.1%, 1:11.1%, -2:9.7%, 2:9.6%
  blk.4.ffn_gate.weight — entropy 3.397 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.1%, -1:11.1%, -2:9.6%, 2:9.6%
  blk.3.attn_output.weight — entropy 3.398 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, -1:11.1%, 1:11.1%, -2:9.7%, 2:9.6%
  blk.9.attn_output.weight — entropy 3.398 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.1%, -1:11.1%, -2:9.7%, 2:9.6%
  blk.12.attn_output.weight — entropy 3.399 (10.5 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.7%, 1:11.1%, -1:11.1%, 2:9.7%, -2:9.6%
  blk.10.attn_output.weight — entropy 3.400 (10.6 effective levels), 0.0% low-entropy blocks
    └─ top levels: 0:11.6%, -1:11.2%, 1:11.1%, -2:9.6%, 2:9.6%

F32 TENSORS WITH REAL INTEGER WEIGHTS (max|w| > 1):
  output_norm.weight — 71.7% near-int, max|w|=3.188
